Keys,Definitions,Topic,Name
chêng,large gongs,-1,-1_to_be_of_and
chêng kông,a large type of gong,-1,-1_to_be_of_and
chêng kơklêng,to describe the rolling of something circular like a gong,56,56_roll_up_curl_curled
chhăl, to accuse ,45,45_lie_accuse_fool_deceive
chhĕk-chhŏk,unpeaceful,-1,-1_to_be_of_and
chhing,a shelter from wind and rain,-1,-1_to_be_of_and
chho,to clean or shine by rubbing,48,48_clean_wash_dirty_rub
"chhŏng, chhŏng ka",to dip for fish,21,21_fish_catch_net_poison
chhŏnh,to tease in a bad way,-1,-1_to_be_of_and
chhŏr,to be satisfied,-1,-1_to_be_of_and
chhơp,"happy, relieved because a bad situation turns out good",-1,-1_to_be_of_and
chhỡ,"to draw, write",0,0_praise_greet_oh_me
chhuī,noise of propeller-like apparatus hitting water ,1,1_noise_sound_tiger_of
chi ,lead (graphite),-1,-1_to_be_of_and
long chih chi ,pencil ,-1,-1_to_be_of_and
chih ,to write,0,0_praise_greet_oh_me
chin-jǐ chin,leprosy (Hansen's disease),0,0_praise_greet_oh_me
chǐng ,small gongs,-1,-1_to_be_of_and
chǐng chêng,set of small and large gongs,-1,-1_to_be_of_and
chǐng klŏng,bamboo xylophone ,15,15_bamboo_tube_xylophone_tall
chǐt ,to plug a hole,37,37_hole_plug_drill_sink
chǐu,to agree go along with accept,-1,-1_to_be_of_and
chok,"to part hair, clear path, make groove in crossbow",-1,-1_to_be_of_and
chok,"punch with fist, box",2,2_hit_hand_carry_stick
choh,"to hoe, plow, of fish to bite ",-1,-1_to_be_of_and
chong,to cut grass,32,32_grass_weeds_garden_woods
chong-wong,pickaxe,-1,-1_to_be_of_and
chop,to sneak up on,-1,-1_to_be_of_and
chor,lines on palm of hand,2,2_hit_hand_carry_stick
chor,to dig ditch,-1,-1_to_be_of_and
"chŏu, châu",to claw,-1,-1_to_be_of_and
chôn,greedy,0,0_praise_greet_oh_me
chông,"to lead, people only",13,13_person_people_1st_2nd
chỗ,to tie,-1,-1_to_be_of_and
chơbǐ,woven bag,-1,-1_to_be_of_and
chơchan,in weaving -- putting wooden instruments into the material being woven,18,18_thread_weaving_instrument_wind
chơchoh,to pound or chop meat to type,-1,-1_to_be_of_and
chơchrĕng,"to hear many people talking, to hear heavy noise",1,1_noise_sound_tiger_of
chơchrỡ,to designate water running as blood,8,8_water_river_sea_stream
chơdong,type of poisonous snake with black and white stripes,54,54_snake_rattan_poisonous_stripes
chơdŏ,nose horn of rhinoceros,-1,-1_to_be_of_and
chơduh,instrument used in weaving placed on one's back for thread,18,18_thread_weaving_instrument_wind
chơđŏk,bad-tempered,-1,-1_to_be_of_and
chơgăm,to be eager,16,16_desire_want_do_strive
chơgăn,anything that is used to make one room private,0,0_praise_greet_oh_me
chơgĕt,even so,-1,-1_to_be_of_and
chơgơu,bear (animal),36,36_dog_hunting_prey_wild
chogro,method of tying something up,-1,-1_to_be_of_and
chơgrô,all tied up and unable to move,-1,-1_to_be_of_and
chơhnen,to laugh quietly,51,51_quiet_laugh_quietly_whisper
chơnnŏk,water dipper,8,8_water_river_sea_stream
chơkang,to give rice wine,6,6_rice_husked_cooked_grain
chơkăl,to bar door fasten securely,-1,-1_to_be_of_and
chơkeh,to throw up and hit one stick with another,2,2_hit_hand_carry_stick
chơkhŏ,shoes,-1,-1_to_be_of_and
chơkle,to describe feeling of a sudden surprise,-1,-1_to_be_of_and
choklêng,to describe flat-surfaced object,-1,-1_to_be_of_and
chơlă,to peel sugarcane,-1,-1_to_be_of_and
chơmŏk,to be always successful in fishing,-1,-1_to_be_of_and
chơ'mal,monkey-faced expression,-1,-1_to_be_of_and
chơ'mêu,cruel-looking face of tiger,1,1_noise_sound_tiger_of
chơ'mon,to squeeze rice into a ball to eat,6,6_rice_husked_cooked_grain
chơ'moh,place in stream where water divides,8,8_water_river_sea_stream
chơ'mŏk,funnel,0,0_praise_greet_oh_me
cho'môk,to describe something large curled up in a sitting position,56,56_roll_up_curl_curled
chơ'mônh,cat curled up to rest ,56,56_roll_up_curl_curled
chơ'mrunh,description of a frog sitting,-1,-1_to_be_of_and
chơnăt,new leaves,9,9_fruit_leaf_plant_leaves
chơnĕng,walls of a house,-1,-1_to_be_of_and
chơnok,groove on crossbow in which arrow sets,-1,-1_to_be_of_and
chơng,"to lead by hand, of hen to lead and give food to chicks",11,11_bird_birds_rooster_nest
chơng-rơng,trellis,0,0_praise_greet_oh_me
chơnglai,hem,0,0_praise_greet_oh_me
chơpĕt,to squeeze fruit,9,9_fruit_leaf_plant_leaves
chơprê-chơpra,description of many finger-like projections,-1,-1_to_be_of_and
chơt,like projections,-1,-1_to_be_of_and
chơwêu,poised to charge,12,12_quickly_walking_go_walk
chơwong,to describe goose-neck appearance of anything,-1,-1_to_be_of_and
chơwơ-chơwơ,to walk or be slow in actions because sick,24,24_sick_tired_sleep_sickness
chỡn,"fearless, able to control",-1,-1_to_be_of_and
chỡng,"to cut in two -- bones, wood, meat",49,49_cut_slices_into_straight
chỡp,to fold,-1,-1_to_be_of_and
chraih,to stir to get dry e.g. rice,6,6_rice_husked_cooked_grain
chrang,high-pitched,1,1_noise_sound_tiger_of
chrao,medium-sized bird that sometimes lives in people's houses,11,11_bird_birds_rooster_nest
chrăng,metal belt,46,46_chain_necklace_metal_bracelet
chre,to cut off branches of tree,19,19_tree_branch_branches_trees
chrek,"to cut with knife -- cloth, kerosene can",49,49_cut_slices_into_straight
chrĕm,expression to describe something cold,42,42_cold_hot_cool_season
chrĕng,loud noise,1,1_noise_sound_tiger_of
chrêu,strange,-1,-1_to_be_of_and
chrih,"strange, out of ordinary",-1,-1_to_be_of_and
chro,to reach out hand,2,2_hit_hand_carry_stick
"chro, plĕnh chro",rainbow,-1,-1_to_be_of_and
"chrôh, chruơh",a type of fish,21,21_fish_catch_net_poison
chrơng,to hoist up,-1,-1_to_be_of_and
chrŭp,to designate the way an object falls into water ,8,8_water_river_sea_stream
chu,to obey,-1,-1_to_be_of_and
chu-chang,to leave behind,41,41_over_change_turn_turning
chuai,cowlick of horse or cow,31,31_horse_pig_cow_goat
chuă,grab,12,12_quickly_walking_go_walk
chuĕch,to grab quickly,12,12_quickly_walking_go_walk
chuŏk,"to knit, tie",18,18_thread_weaving_instrument_wind
chuŏng,small bell,-1,-1_to_be_of_and
chuơh,sand ,-1,-1_to_be_of_and
chuỡng,to cut clean off in one blow,49,49_cut_slices_into_straight
chuỡr,jump over,-1,-1_to_be_of_and
chur,"brave, courageous",-1,-1_to_be_of_and
"chŭ, jǐ chŭ",smallpox,0,0_praise_greet_oh_me
chữ-chă,house lizard,-1,-1_to_be_of_and
chŭk,the white lower of some animals,17,17_dark_skin_white_black
chŭk-lŭk,to describe someone falling to ground or in water,8,8_water_river_sea_stream
chŭm,to kiss,-1,-1_to_be_of_and
chŭn,garden in fields or woods,32,32_grass_weeds_garden_woods
chŭr,noise of nighthawk,1,1_noise_sound_tiger_of
chư,word letter,-1,-1_to_be_of_and
chưk,of pig to root around in dirt,31,31_horse_pig_cow_goat
dah,"to hurry, to do",12,12_quickly_walking_go_walk
"dah, hơdah",or ,53,53_then_therefore_also_but
dah ,if ,3,3_time_day_night_if
dam,"bridle, halter ",0,0_praise_greet_oh_me
dan ,to place as to place a target ,2,2_hit_hand_carry_stick
dang,"like, as",-1,-1_to_be_of_and
dang đêl,same as usual,-1,-1_to_be_of_and
dang aī,same in size,23,23_size_large_fit_wide
dang ei,now ,3,3_time_day_night_if
dao ,small sword ,38,38_knife_blade_handle_sword
dă,better ,0,0_praise_greet_oh_me
dă dah,that's okay ,-1,-1_to_be_of_and
dăm,"male carabao, bull",-1,-1_to_be_of_and
dăm,son,14,14_children_law_mother_father
dăm brang,lion,-1,-1_to_be_of_and
dăng,classifier for hair string and similar objects ,50,50_hair_unruly_matted_curly
dăng,"to put up wire, line, rope ",18,18_thread_weaving_instrument_wind
wai dăng,spider web,0,0_praise_greet_oh_me
dăr,"to go around, spin around ",-1,-1_to_be_of_and
deh,mild imperative attention-getter,34,34_particle_final_question_imperative
deng,"to bewitch, sorcerize ",-1,-1_to_be_of_and
bơngai deng,witch (runs in family),-1,-1_to_be_of_and
der,type of small bird ,11,11_bird_birds_rooster_nest
dĕl-dŏl,the swinging of something in the wind ,18,18_thread_weaving_instrument_wind
dĕng ,the little finger,-1,-1_to_be_of_and
dêh,"country, area ",-1,-1_to_be_of_and
dêh,very intensive,29,29_intensive_form_lơ_truly
dêng-dễ,"to toddle, waddle",0,0_praise_greet_oh_me
dêt-bơngai dêt,easily angered person,22,22_angry_sad_insult_threaten
dih,own self,-1,-1_to_be_of_and
dih,literally body of self but is used as substitute for 2nd person singular (it is polite and intimate),13,13_person_people_1st_2nd
dim ,gentle kind ,-1,-1_to_be_of_and
dǐk-dǐr,name of a very soft dark mushroom that grows on dead logs,-1,-1_to_be_of_and
doch,to suck through tube (restricted to wine and water),47,47_wine_jar_pour_great
"don, 'bum don ",camote ,0,0_praise_greet_oh_me
dong ,to hit hard and long ,2,2_hit_hand_carry_stick
dor ,oval-shaped head ,-1,-1_to_be_of_and
dŏng,"to help, save, rescue ",-1,-1_to_be_of_and
dŏng,"to put, place ",-1,-1_to_be_of_and
"duŏ, dâu-dak dŏu",kerosene,0,0_praise_greet_oh_me
dôi,clay bowl,-1,-1_to_be_of_and
dôm,"how many, that many, all of those ",5,5_more_nothing_completely_all
dôm ai ,equal in number,-1,-1_to_be_of_and
dônh,"to gather up, pick up ",43,43_together_meet_gather_discuss
"dông, long dông",leaning tree ,19,19_tree_branch_branches_trees
dỗ,to divide up,-1,-1_to_be_of_and
dơdĕng,eager,16,16_desire_want_do_strive
dơdơng,to designate any long shaped object hanging down ,37,37_hole_plug_drill_sink
dơhlĕo,a drill ,37,37_hole_plug_drill_sink
dơhlông,door track to fasten or slide wood into ,-1,-1_to_be_of_and
dơhơr,to encourage ,-1,-1_to_be_of_and
yak dơhơr ,go together to have company,43,43_together_meet_gather_discuss
dơhuơng,tall and handsome,23,23_size_large_fit_wide
dơlễ,snail,-1,-1_to_be_of_and
dơliêl,to describe long-tounged scary-faced individual ,39,39_afraid_fearful_scary_frightened
dơmanh,three days after today,3,3_time_day_night_if
dơmŏng,"precious stones, jewels",46,46_chain_necklace_metal_bracelet
dơmônh,day after tomorrow,3,3_time_day_night_if
dơnan,target,2,2_hit_hand_carry_stick
dơning,tomorrow,3,3_time_day_night_if
dơning dơmônh,the next few days or weeks the future ,3,3_time_day_night_if
dơnŏu,lake pond ,8,8_water_river_sea_stream
dơnỡng,"one sitting, stay in one place",30,30_stop_prevent_keep_doing
dơnỡr,grave mound or tombstone,25,25_died_ceremony_grave_sacrifice
dơnuh,poor,-1,-1_to_be_of_and
"dơnuh, pơma dơnuh",to converse,0,0_praise_greet_oh_me
dơng,branch,19,19_tree_branch_branches_trees
dongôk,decribes looks of a tall person ,-1,-1_to_be_of_and
dơngôk-dơngak-mak,many tall people ,23,23_size_large_fit_wide
dơngỡl,tree stump,19,19_tree_branch_branches_trees
dơrỡ,pig swill,31,31_horse_pig_cow_goat
dơsen,stingy,-1,-1_to_be_of_and
"dơsǐ, đak dơsǐ","sea, ocean",8,8_water_river_sea_stream
dơsoh,lungs,-1,-1_to_be_of_and
dơsor,"to agree with, be friends",-1,-1_to_be_of_and
dơt,of chickens to lay here and there,11,11_bird_birds_rooster_nest
"dơwing, duing kơuỡng",large village,-1,-1_to_be_of_and
doyĕn,squash-like vegetable insides can be used as brush or sponge ,-1,-1_to_be_of_and
dơyuăn,type of large jar having great value ,47,47_wine_jar_pour_great
dỡng,"to stand, stop ",30,30_stop_prevent_keep_doing
dỡng,"again, else, more ",5,5_more_nothing_completely_all
drang ,to warm oneself in sun,4,4_fire_light_boil_kettle
drap,to prostrate oneself,-1,-1_to_be_of_and
drap kơmrap-kơmrônh-mônh,many people prostrating themselves ,-1,-1_to_be_of_and
"dră-kăn, drŏ-kăn","woman, women ",-1,-1_to_be_of_and
dreng ,yellow ,-1,-1_to_be_of_and
drong,to stop off at ,30,30_stop_prevent_keep_doing
drŏ-nglo,"man, men",-1,-1_to_be_of_and
"drŏu, drâu",today,3,3_time_day_night_if
"drŏu, drâu",six,-1,-1_to_be_of_and
drôih,to go early in the morning,3,3_time_day_night_if
"drô, minh drô",alone,-1,-1_to_be_of_and
drơn,floor,0,0_praise_greet_oh_me
drỡng,answer ,0,0_praise_greet_oh_me
druei,"to have had enough, be sick of ",24,24_sick_tired_sleep_sickness
druh,"to follow, chase, pursue, drum ",-1,-1_to_be_of_and
drum,of animals to lay down,36,36_dog_hunting_prey_wild
drŭt,to push ,2,2_hit_hand_carry_stick
drưt,yellow edible food,-1,-1_to_be_of_and
"du, hla du",umbrella,0,0_praise_greet_oh_me
du-da,whatever,-1,-1_to_be_of_and
duch,"an aunt who is younger than father or mother, honorific term for women same age or younger than speaker",14,14_children_law_mother_father
duh,"to pay fine, give back, make restitution, pay rent ",0,0_praise_greet_oh_me
dui,to pull,2,2_hit_hand_carry_stick
duk,ship,0,0_praise_greet_oh_me
dul-dêl,to designate rocking of something being carried ,2,2_hit_hand_carry_stick
dung,sound of gun boom,1,1_noise_sound_tiger_of
duỡt,to designate large village,-1,-1_to_be_of_and
"dur, pơma dur","low deep voice, speak in a low voice",-1,-1_to_be_of_and
dur,wall around village fort,-1,-1_to_be_of_and
dŭk,sound of something hitting ground,1,1_noise_sound_tiger_of
dŭk dỡk,intensive of,29,29_intensive_form_lơ_truly
"dŭk, hră dŭk",type of crossbow used by children that is simpler in form like Western bow,-1,-1_to_be_of_and
dŭng,sound of drum ,1,1_noise_sound_tiger_of
dŭt,of water to push wood ,8,8_water_river_sea_stream
dư,gluttony in eating or drinking,40,40_eat_eating_food_hungry
đah,to sprout,-1,-1_to_be_of_and
đah,to leap,-1,-1_to_be_of_and
đak,water,8,8_water_river_sea_stream
đal,shallow container,-1,-1_to_be_of_and
đam,to always hit the target ,2,2_hit_hand_carry_stick
đam,servant ,-1,-1_to_be_of_and
đang,to be finished ,-1,-1_to_be_of_and
đao,large sword,38,38_knife_blade_handle_sword
đăk,to set a trap,44,44_trap_animals_bait_pam
đăm,simple form of five,-1,-1_to_be_of_and
đe,3rd person indefinite someone people,13,13_person_people_1st_2nd
đei,"to have, there are ",-1,-1_to_be_of_and
đep,to be obedient ,-1,-1_to_be_of_and
đĕ-đŏ,a hard-shelled bug that lives in the water,-1,-1_to_be_of_and
đĕch,only ,5,5_more_nothing_completely_all
đêl,footprints,-1,-1_to_be_of_and
đêl,"as before, that which was done before ",52,52_that_there_sight_marker
đih,"to go greet, welcome ",0,0_praise_greet_oh_me
đik,strong,26,26_stomach_fat_strong_bloated
đing,bamboo tube,15,15_bamboo_tube_xylophone_tall
đit,very mean ,-1,-1_to_be_of_and
đit-đit,to breathe fast,-1,-1_to_be_of_and
đīch,indentured servant,-1,-1_to_be_of_and
đī,"all, no more",5,5_more_nothing_completely_all
đi-đăng,emphatic of đī,-1,-1_to_be_of_and
đoh,to put on earrings ,46,46_chain_necklace_metal_bracelet
đom,"to stick to, be fastened to ",2,2_hit_hand_carry_stick
đon,"ear, mind ",-1,-1_to_be_of_and
đot-đot,to describe the waving of a bird's tail up and down,-1,-1_to_be_of_and
đŏk,monkey ,-1,-1_to_be_of_and
đŏl,"to jack up, lift up by putting something in under; pain or ache from objects pressing against body ",2,2_hit_hand_carry_stick
đŏng,"very bent, crooked",-1,-1_to_be_of_and
"đô, 'bum đô",peanuts,-1,-1_to_be_of_and
đôn,to explode,25,25_died_ceremony_grave_sacrifice
đông,to float,8,8_water_river_sea_stream
đôr,easy ,-1,-1_to_be_of_and
đôr,a more complex weave than regular weave,18,18_thread_weaving_instrument_wind
đôt,of a hen tail to curve down or be without tail,-1,-1_to_be_of_and
đỗ,to make someone make restitution in addition to the thing stolen,-1,-1_to_be_of_and
đơđũk,"to describe the noise of guns going off, of many cars, of heart beating fast",1,1_noise_sound_tiger_of
đơđũk-đơđăk,intensive of đơđũk,29,29_intensive_form_lơ_truly
"đơl, abĕn đơl",short skirt,7,7_clothes_head_cloth_wrinkled
đơng,shallow,-1,-1_to_be_of_and
đơng,sugar ,0,0_praise_greet_oh_me
đỡk,bran,0,0_praise_greet_oh_me
đỡm,to remain drunk for a long time,-1,-1_to_be_of_and
đỡng,from,0,0_praise_greet_oh_me
đỡp,to cover with lid,-1,-1_to_be_of_and
đỡr,"to stamp on, push with feet",-1,-1_to_be_of_and
đuăn,conical hat,-1,-1_to_be_of_and
đuh,to be pussy ,-1,-1_to_be_of_and
đak đuh,pus,0,0_praise_greet_oh_me
đum,ripe,9,9_fruit_leaf_plant_leaves
đunh,long time,3,3_time_day_night_if
đunh-đang,emphatic of đunh,-1,-1_to_be_of_and
đunh-đơn,emphatic of đunh,-1,-1_to_be_of_and
đuơng-đuang,many people gathered around ,-1,-1_to_be_of_and
đŭl,the kick of a gun,-1,-1_to_be_of_and
đŭt,of a basket to be broken,-1,-1_to_be_of_and
e,2nd person singular familiar,13,13_person_people_1st_2nd
ei,there that usually to something not in sight but something that has been mentioned,52,52_that_there_sight_marker
et,"to suck in, to drink, to smoke; in Kontum used for drinking water, in others only for drinking wine",-1,-1_to_be_of_and
ĕch,plant that edible seed and leaves the seed pops,9,9_fruit_leaf_plant_leaves
ĕch,particle,34,34_particle_final_question_imperative
"ê, ưh kơ","unaware, unprepared ",-1,-1_to_be_of_and
êh, expression of disdain,22,22_angry_sad_insult_threaten
ễ,final particle,34,34_particle_final_question_imperative
ễ ễ ễ păk-kê,the sound of the gecko call,1,1_noise_sound_tiger_of
ga,to prevent,30,30_stop_prevent_keep_doing
gah,"side, as for, in some cases, may be a paragraph marker",-1,-1_to_be_of_and
gai,to invite each other to drink wine ,47,47_wine_jar_pour_great
gan ,"not so much, not really",-1,-1_to_be_of_and
ưh kơ gan,not quite,-1,-1_to_be_of_and
gao,coconut,0,0_praise_greet_oh_me
gao,plant the seeds of which are used in making alcohol,9,9_fruit_leaf_plant_leaves
gao,small airplane,27,27_bee_ant_insect_fly
gap ,to make a grass wall to fix a worn place in wall ,32,32_grass_weeds_garden_woods
gar ,jealous ,0,0_praise_greet_oh_me
gat ,to measure piece of land; to level off with stick; to make a mark; to ostracize,2,2_hit_hand_carry_stick
